Timestamp_023	Field_023	Sorb_023	Pot1k_023	PotHe3_023	Probe_Cx_023	TDO1_023	TDO2_023
359.649	16.23096	4.1344	0	0.28	0.7138	10838323.12	5147063.232
360.053	16.22938	4.1344	0	0.28	0.7138	10838747.85	5146747.843
360.508	16.22763	4.1345	0	0.28	0.7138	10839313.88	5146429.171
361.006	16.22409	4.1345	0	0.28	0.7137	10839584.71	5146305.885
361.48	16.22179	4.1345	0	0.28	0.7137	10839832.74	5146215.64
361.944	16.21945	4.1345	0	0.28	0.7137	10840293.62	5145889.609
362.417	16.2171	4.1345	0	0.28	0.7137	10840393	5145400.877
363.015	16.21492	4.1344	0	0.28	0.7137	10840852.34	5145418.726
363.471	16.21257	4.1344	0	0.28	0.7137	10841413.02	5145121.429
363.976	16.20929	4.1344	0	0.28	0.7137	10841640.17	5144868.306
364.445	16.207	4.1345	0	0.28	0.7137	10842018.68	5144466.83
365.065	16.20465	4.1345	0	0.28	0.7137	10842375.8	5144464.121
365.52	16.20209	4.1345	0	0.28	0.7136	10842593.67	5144164.068
365.975	16.20018	4.1344	0	0.28	0.7136	10843032.89	5143821.778
366.431	16.1975	4.1344	0	0.2801	0.7136	10843472.69	5143622.352
366.925	16.19461	4.1344	0	0.2801	0.7136	10843903.77	5143601.711
367.396	16.19226	4.1344	0	0.2801	0.7136	10844139.53	5143270.2
367.861	16.19002	4.1345	0	0.2801	0.7136	10844348.08	5142837.32
368.478	16.18762	4.1345	0	0.2801	0.7136	10844766.44	5142736.838
368.934	16.18495	4.1345	0	0.2801	0.7136	10845103.08	5142620.401
369.391	16.18309	4.1345	0	0.2801	0.7135	10845530.02	5142232.838
369.847	16.18031	4.1345	0	0.2801	0.7135	10845737.12	5141981.153
370.366	16.17742	4.1345	0	0.2801	0.7135	10846246.03	5141845.331
370.811	16.17512	4.1345	0	0.2801	0.7135	10846501.22	5141741.61
371.282	16.17283	4.1344	0	0.2801	0.7135	10846888.39	5141297.444
371.898	16.17037	4.1345	0	0.2801	0.7135	10847193.06	5141000.152
372.353	16.1683	4.1345	0	0.2801	0.7135	10847552.34	5140989.824
372.809	16.16579	4.1345	0	0.2801	0.7135	10847991.44	5140706.529
373.331	16.16251	4.1345	0	0.2801	0.7134	10848275.07	5140442.943
373.782	16.16033	4.1345	0	0.2801	0.7134	10848626.1	5140151.848
374.229	16.15798	4.1345	0	0.2801	0.7134	10848966.34	5140137.062
374.696	16.15575	4.1345	0	0.2801	0.7134	10849273.56	5139828.57
375.169	16.15367	4.1345	0	0.2801	0.7134	10849518.38	5139609.204
375.616	16.151	4.1345	0	0.2801	0.7134	10849958.27	5139304.751
376.058	16.14892	4.1345	0	0.2801	0.7134	10850217.83	5139305.609
376.523	16.14652	4.1345	0	0.2801	0.7134	10850652.47	5138846.898
377.141	16.14423	4.1345	0	0.2801	0.7134	10850921.78	5138562.565
377.596	16.14188	4.1345	0	0.2802	0.7133	10851244.65	5138355.111
378.051	16.13986	4.1345	0	0.2802	0.7133	10851718.54	5138246.514
378.552	16.13642	4.1345	0	0.2802	0.7133	10852051.94	5138015.735
379.023	16.13413	4.1345	0	0.2802	0.7133	10852254.58	5137707.376
379.474	16.13189	4.1345	0	0.2802	0.7133	10852772.14	5137532.436
380.101	16.12954	4.1345	0	0.2802	0.7133	10853026.66	5137312.224
380.556	16.12731	4.1345	0	0.2802	0.7133	10853347.2	5137020.076
381.013	16.12469	4.1345	0	0.2802	0.7133	10853830.61	5136742.362
381.529	16.12163	4.1345	0	0.2802	0.7132	10854108.14	5136617.768
381.973	16.11934	4.1345	0	0.2802	0.7132	10854508.92	5136466.336
382.442	16.11705	4.1345	0	0.2802	0.7132	10854874.93	5136210.538
382.889	16.11481	4.1345	0	0.2802	0.7132	10855144.8	5135790.278
383.518	16.11235	4.1346	0	0.2802	0.7132	10855477.55	5135746.335
383.973	16.10973	4.1345	0	0.2802	0.7132	10855962.23	5135477.498
384.494	16.10667	4.1345	0	0.2802	0.7132	10856268.67	5135041.028
385.112	16.10433	4.1345	0	0.2802	0.7132	10856586.11	5134897.926
385.567	16.10203	4.1345	0	0.2802	0.7131	10856946.74	5134884.516
385.86	16.09996	4.1345	0	0.2802	0.7131	10857290.87	5134596.554
386.305	16.09772	4.1345	0	0.2802	0.7131	10857526.14	5134322.907
386.77	16.09559	4.1345	0	0.2802	0.7131	10857921.82	5134079.961
387.197	16.09407	4.1345	0	0.2802	0.7131	10858175.83	5134050.147
387.662	16.09079	4.1345	0	0.2803	0.7131	10858619.32	5133635.59
388.302	16.08844	4.1345	0	0.2803	0.7131	10859107.77	5133300.212
388.829	16.08506	4.1345	0	0.2803	0.7131	10859304.69	5133171.996
389.275	16.08282	4.1345	0	0.2803	0.7131	10859462.54	5133082.614
389.67	16.08118	4.1344	0	0.2803	0.713	10859850.94	5132741.553
390.127	16.07911	4.1344	0	0.2803	0.713	10860209.16	5132501.822
390.583	16.07714	4.1345	0	0.2803	0.713	10860673.3	5132309.001
391.078	16.07381	4.1345	0	0.2803	0.713	10860908.1	5132187.728
391.528	16.07152	4.1345	0	0.2803	0.713	10861163.06	5131930.233
391.948	16.06988	4.1345	0	0.2803	0.713	10861408.37	5131619.362
392.404	16.06759	4.1345	0	0.2803	0.713	10861777.72	5131436.955
392.861	16.06535	4.1345	0	0.2803	0.713	10862376.72	5131364.685
393.378	16.06235	4.1344	0	0.2803	0.713	10862541.89	5131058.479
393.825	16.06011	4.1345	0	0.2803	0.7129	10862850.12	5130787.266
394.294	16.0576	4.1345	0	0.2803	0.7129	10863224.67	5130630.387
394.912	16.05542	4.1345	0	0.2803	0.7129	10863537.73	5130365.588
395.367	16.05296	4.1345	0	0.2803	0.7129	10863631.59	5130052.535
395.822	16.05073	4.1345	0	0.2803	0.7129	10864175.58	5129764.393
396.278	16.04854	4.1345	0	0.2803	0.7129	10864615.75	5129806.28
396.794	16.04521	4.1345	0	0.2803	0.7129	10865027.33	5129376.802
397.416	16.04281	4.1345	0	0.2803	0.7129	10865244.34	5129075.933
397.938	16.03959	4.1345	0	0.2803	0.7129	10865889.43	5128949.956
398.555	16.03713	4.1346	0	0.2804	0.7128	10866268.18	5128650.172
399.071	16.03397	4.1345	0	0.2804	0.7128	10866545.2	5128401.342
399.525	16.03146	4.1345	0	0.2804	0.7128	10866859.14	5128107.938
399.987	16.02933	4.1345	0	0.2804	0.7128	10867288.88	5127993.349
400.605	16.02665	4.1345	0	0.2804	0.7128	10867546.63	5127667.288
401.06	16.02474	4.1345	0	0.2804	0.7128	10867981.05	5127391.796
401.518	16.02223	4.1345	0	0.2804	0.7128	10868396.04	5127210.717
402.017	16.01907	4.1345	0	0.2804	0.7128	10868658.93	5127157.452
402.492	16.01666	4.1345	0	0.2804	0.7127	10869074.5	5126852.837
402.956	16.01432	4.1345	0	0.2804	0.7127	10869370.29	5126531.907
403.411	16.01208	4.1345	0	0.2804	0.7127	10869679.09	5126395.592
404.025	16.00984	4.1345	0	0.2804	0.7127	10870027.05	5126143.086
404.48	16.00749	4.1345	0	0.2804	0.7127	10870479.77	5125857.323
404.986	16.00411	4.1345	0	0.2804	0.7127	10870709.71	5125570.633
405.461	16.00193	4.1345	0	0.2804	0.7127	10871151.49	5125525.651
405.889	15.9998	4.1345	0	0.2804	0.7127	10871293.66	5125268.269
406.303	15.99849	4.1345	0	0.2804	0.7126	10871620.07	5125067.548
406.552	15.99772	4.1345	0	0.2804	0.7126	10871790.63	5124661.939
407.048	15.99756	4.1345	0	0.2803	0.7126	10871916.05	5124320.021
407.461	15.99794	4.1345	0	0.2802	0.7126	10872001.03	5124108.613
407.939	15.99843	4.1345	0	0.2801	0.7126	10872152.21	5123919.129
408.41	15.99892	4.1345	0	0.2799	0.7126	10872023.52	5123816.754
408.809	15.99931	4.1345	0	0.2798	0.7126	10872134.28	5123756.471
409.102	15.99963	4.1345	0	0.2797	0.7126	10872156.25	5123657.186
409.549	15.99996	4.1346	0	0.2797	0.7126	10872178.44	5123604.503
409.996	16.00002	4.1346	0	0.2796	0.7126	10872089.05	5123529.01
410.405	16.00018	4.1346	0	0.2795	0.7126	10872081.07	5123468.614
410.687	16.00013	4.1346	0	0.2795	0.7126	10871967	5123412.055
411.148	16.00002	4.1346	0	0.2794	0.7126	10871989.78	5123258.459
411.544	16.00013	4.1346	0	0.2794	0.7126	10872019.46	5123251.249
412.001	15.99991	4.1345	0	0.2793	0.7126	10871918.27	5123209.174
412.287	16.00002	4.1345	0	0.2793	0.7126	10871917.37	5123115.746
412.685	15.99996	4.1345	0	0.2793	0.7127	10871987.97	5123095.887
412.964	15.99991	4.1345	0	0.2792	0.7127	10871916.69	5122974.444
413.413	15.99991	4.1345	0	0.2792	0.7127	10872053.08	5122947.966
413.825	15.99991	4.1345	0	0.2792	0.7127	10872035.33	5122884.742
414.077	16.00007	4.1345	0	0.2791	0.7127	10871952.65	5122826.228
414.543	15.99996	4.1345	0	0.2791	0.7127	10872068.25	5122746.268
415.018	16.00007	4.1345	0	0.2791	0.7127	10871955.1	5122691.302
415.504	15.99996	4.1345	0	0.279	0.7127	10872107.07	5122647.621
415.913	15.99991	4.1345	0	0.279	0.7127	10872072.33	5122609.186
416.333	15.99991	4.1345	0	0.279	0.7127	10872009.91	5122548.465
416.601	15.99996	4.1345	0	0.279	0.7127	10872049.14	5122492.264
417.073	16.00002	4.1345	0	0.2789	0.7127	10872027.93	5122451.999
417.471	15.99991	4.1346	0	0.2789	0.7127	10872039.73	5122413.664
417.764	16.00002	4.1346	0	0.2789	0.7127	10872084.99	5122357.872
