Timestamp_023	Field_023	Sorb_023	Pot1k_023	PotHe3_023	Probe_Cx_023	TDO1_023	TDO2_023
180.068	17.12981	4.134	0	0.278	0.7184	10708581.59	5237114.756
180.524	17.1274	4.134	0	0.278	0.7184	10709174.34	5236957.929
181.049	17.12407	4.134	0	0.278	0.7183	10709506.1	5236371.004
181.664	17.12184	4.134	0	0.278	0.7183	10709940.51	5236297.486
182.347	17.11829	4.1339	0	0.278	0.7183	10710312.22	5235924.165
182.802	17.11638	4.1339	0	0.278	0.7183	10710638.8	5235682.164
183.258	17.11365	4.134	0	0.278	0.7183	10711189.48	5235264.22
183.771	17.11059	4.134	0	0.278	0.7183	10711486.49	5235292.752
184.236	17.10824	4.134	0	0.278	0.7183	10711788.76	5234942.488
184.687	17.1059	4.134	0	0.278	0.7183	10712194.34	5234551.284
185.308	17.1036	4.134	0	0.278	0.7182	10712512.85	5234184.865
185.765	17.10137	4.134	0	0.278	0.7182	10712721.23	5234096.991
186.221	17.09891	4.134	0	0.278	0.7182	10713379.42	5233776.513
186.904	17.09536	4.134	0	0.2781	0.7182	10713720.65	5233438.737
187.361	17.09312	4.134	0	0.2781	0.7182	10714010.03	5233132.558
187.816	17.09094	4.134	0	0.2781	0.7182	10714289.64	5233080.817
188.271	17.0887	4.134	0	0.2781	0.7182	10714849.09	5232809.293
188.814	17.08532	4.134	0	0.2781	0.7181	10715253.06	5232620.237
189.235	17.08324	4.134	0	0.2781	0.7181	10715568.18	5232032.98
189.865	17.08062	4.134	0	0.2781	0.7181	10715861.06	5232010.369
190.321	17.0785	4.134	0	0.2781	0.7181	10716152.82	5231733.568
190.777	17.07615	4.134	0	0.2781	0.7181	10716470.23	5231471.591
191.234	17.07391	4.1341	0	0.2781	0.7181	10717020.44	5231135.859
191.734	17.07074	4.134	0	0.2781	0.7181	10717293.85	5230884.187
192.21	17.06845	4.134	0	0.2781	0.7181	10717687.81	5230653.768
192.829	17.066	4.134	0	0.2781	0.718	10718065.18	5230434.779
193.285	17.06321	4.134	0	0.2781	0.718	10718352.02	5230077.262
193.74	17.06136	4.134	0	0.2781	0.718	10718691.28	5229778.337
194.196	17.05923	4.134	0	0.2781	0.718	10719162.27	5229711.434
194.705	17.05584	4.1341	0	0.2782	0.718	10719549.43	5229458.094
195.175	17.0535	4.1341	0	0.2782	0.718	10719801.5	5229184.925
195.626	17.05131	4.1341	0	0.2782	0.718	10720127.03	5228784
196.073	17.04902	4.1341	0	0.2782	0.7179	10720569.72	5228663.699
196.563	17.04656	4.1341	0	0.2782	0.7179	10720790.57	5228502.746
196.987	17.04444	4.134	0	0.2782	0.7179	10721172.25	5228264.318
197.433	17.04236	4.134	0	0.2782	0.7179	10721486.73	5227901.661
197.898	17.03996	4.134	0	0.2782	0.7179	10721876.58	5227534.898
198.367	17.03756	4.1341	0	0.2782	0.7179	10722206.55	5227516.271
198.821	17.03521	4.1341	0	0.2782	0.7179	10722551.43	5227238.52
199.264	17.03314	4.1341	0	0.2782	0.7179	10722857.5	5227055.506
199.729	17.03068	4.1341	0	0.2782	0.7179	10723159.75	5226673.62
200.153	17.02855	4.1341	0	0.2782	0.7178	10723491.96	5226484.142
200.625	17.02631	4.1341	0	0.2782	0.7178	10723861.53	5226338.185
201.117	17.02391	4.134	0	0.2782	0.7178	10724221.71	5225987.875
201.715	17.02162	4.134	0	0.2782	0.7178	10724529.33	5225557.852
202.173	17.01905	4.1341	0	0.2782	0.7178	10725048.29	5225412.011
202.678	17.01616	4.1341	0	0.2782	0.7178	10725310.96	5225272.713
203.127	17.01398	4.1341	0	0.2782	0.7178	10725744.3	5225059.398
203.592	17.01147	4.1341	0	0.2783	0.7178	10726107.22	5224665.399
204.042	17.00912	4.1341	0	0.2783	0.7177	10726372.01	5224329.493
204.534	17.00672	4.134	0	0.2783	0.7177	10726732.38	5224340.955
204.957	17.00459	4.134	0	0.2783	0.7177	10727049.5	5224031.482
205.426	17.00235	4.134	0	0.2783	0.7177	10727495.52	5223580.932
206.045	17.00006	4.1341	0	0.2783	0.7177	10727912.49	5223286.344
206.544	16.99673	4.1341	0	0.2783	0.7177	10728201.21	5223132.305
207.183	16.99422	4.134	0	0.2783	0.7177	10728754.58	5222856.174
207.704	16.99083	4.134	0	0.2783	0.7176	10729075.3	5222518.563
208.151	16.98876	4.134	0	0.2783	0.7176	10729369.81	5222179.49
208.616	16.98636	4.134	0	0.2783	0.7176	10729778.7	5222167.906
209.066	16.98401	4.134	0	0.2783	0.7176	10730107.8	5221936.189
209.505	16.98199	4.1341	0	0.2783	0.7176	10730422.99	5221631.916
209.954	16.97959	4.1341	0	0.2783	0.7176	10730732.98	5221286.802
210.427	16.97724	4.1341	0	0.2783	0.7176	10731014.36	5221104.354
210.944	16.97473	4.1341	0	0.2784	0.7176	10731321.85	5220833.051
211.509	16.97249	4.1341	0	0.2784	0.7175	10731602.75	5220564.053
211.966	16.97036	4.1341	0	0.2784	0.7175	10732216.79	5220210.114
212.475	16.96698	4.1341	0	0.2784	0.7175	10732507.57	5220041.53
212.946	16.96458	4.1341	0	0.2784	0.7175	10732906.18	5219976.419
213.397	16.96245	4.1341	0	0.2784	0.7175	10733179.92	5219665.459
213.861	16.96005	4.1341	0	0.2784	0.7175	10733607.66	5219168.51
214.473	16.9577	4.1341	0	0.2784	0.7175	10733845.22	5219018.467
214.928	16.95508	4.1341	0	0.2784	0.7175	10734402.33	5218727.194
215.611	16.95202	4.1341	0	0.2784	0.7174	10734581.2	5218471.365
216.066	16.94935	4.1341	0	0.2784	0.7174	10735098.37	5218126.731
216.521	16.94738	4.1341	0	0.2784	0.7174	10735461.3	5217927.903
216.976	16.9452	4.1341	0	0.2784	0.7174	10735939.29	5217790.639
217.475	16.94209	4.1342	0	0.2784	0.7174	10736309.22	5217560.326
217.955	16.93952	4.1342	0	0.2784	0.7174	10736585.3	5216946.978
218.571	16.93729	4.1341	0	0.2784	0.7174	10736929.33	5216882.769
219.025	16.93472	4.1341	0	0.2784	0.7174	10737239.34	5216728.183
219.481	16.9327	4.1341	0	0.2784	0.7173	10737587.36	5216442.009
219.938	16.93052	4.1341	0	0.2785	0.7173	10738063.48	5216108.267
220.445	16.92724	4.1341	0	0.2785	0.7173	10738409.89	5215756.732
220.875	16.92484	4.1341	0	0.2785	0.7173	10738727.8	5215789.209
221.368	16.92255	4.1341	0	0.2785	0.7173	10739036.57	5215523.623
221.813	16.92031	4.1342	0	0.2785	0.7173	10739422.71	5215034.421
222.444	16.91774	4.1341	0	0.2785	0.7173	10739713.33	5214765.851
222.899	16.91551	4.1341	0	0.2785	0.7173	10740134.61	5214741.676
223.355	16.91349	4.1341	0	0.2785	0.7172	10740192.17	5214463.889
223.812	16.9107	4.1341	0	0.2785	0.7172	10740904.06	5214199.192
224.332	16.90776	4.1341	0	0.2785	0.7172	10741265.74	5213814.131
224.78	16.90546	4.1341	0	0.2785	0.7172	10741584.61	5213753.435
225.247	16.90317	4.1342	0	0.2785	0.7172	10741952.32	5213551.106
225.719	16.90077	4.1342	0	0.2785	0.7172	10742188.33	5213264.857
226.163	16.89853	4.1341	0	0.2785	0.7172	10742564.31	5212900.834
226.608	16.89646	4.1341	0	0.2785	0.7172	10742993.3	5212644.027
227.055	16.89411	4.1341	0	0.2785	0.7171	10743198.75	5212487.739
227.689	16.89143	4.1341	0	0.2785	0.7171	10743597	5212243.146
228.144	16.88936	4.1341	0	0.2786	0.7171	10743948.6	5211864.712
228.599	16.88696	4.1341	0	0.2786	0.7171	10744200.81	5211602.672
229.055	16.88494	4.1341	0	0.2786	0.7171	10744725.91	5211575.917
229.555	16.88161	4.1341	0	0.2786	0.7171	10745032.49	5211296.895
230.03	16.87921	4.1341	0	0.2786	0.7171	10745336.18	5210986.089
230.475	16.87692	4.1341	0	0.2786	0.7171	10745723.86	5210526.555
230.992	16.8743	4.1341	0	0.2786	0.717	10746028.89	5210601.562
231.385	16.87255	4.1341	0	0.2786	0.717	10746367.38	5210310.926
231.833	16.8702	4.1341	0	0.2786	0.717	10746631.35	5210106.886
232.28	16.86796	4.1341	0	0.2786	0.717	10747014.12	5209573.606
232.926	16.86545	4.1342	0	0.2786	0.717	10747378.32	5209509.007
233.275	16.86305	4.1341	0	0.2786	0.717	10747641.15	5209249.569
233.837	16.86092	4.1341	0	0.2786	0.717	10748036.98	5209039.095
234.292	16.85847	4.1341	0	0.2786	0.717	10748112.4	5208670.242
234.749	16.85634	4.1341	0	0.2786	0.7169	10748778.73	5208447.357
235.246	16.85306	4.1341	0	0.2786	0.7169	10749079.54	5208435.67
235.7	16.85088	4.1341	0	0.2786	0.7169	10749528.51	5208153.126
236.142	16.84864	4.1341	0	0.2786	0.7169	10749873.95	5207593.511
236.798	16.84591	4.1342	0	0.2787	0.7169	10750212.64	5207479.044
237.253	16.84389	4.1341	0	0.2787	0.7169	10750470.55	5207344.443
237.708	16.84133	4.1341	0	0.2787	0.7169	10750880.87	5207080.945
238.165	16.83914	4.1342	0	0.2787	0.7169	10751195.96	5206674.179
238.62	16.83701	4.1342	0	0.2787	0.7168	10751565.4	5206435.259
239.076	16.83418	4.1341	0	0.2787	0.7168	10752083.13	5206409.159
239.584	16.83145	4.1342	0	0.2787	0.7168	10752335.6	5206131.112
240.076	16.82894	4.1342	0	0.2787	0.7168	10752579.69	5205628.101
240.672	16.8267	4.1342	0	0.2787	0.7168	10753025.65	5205390.862
241.127	16.82451	4.1342	0	0.2787	0.7168	10753534.47	5205406.457
241.632	16.82135	4.1342	0	0.2787	0.7168	10753832.34	5205073.567
242.079	16.81889	4.1342	0	0.2787	0.7168	10753962.2	5204802.032
242.53	16.81655	4.1342	0	0.2787	0.7167	10754434.16	5204430.818
243.019	16.81414	4.1342	0	0.2787	0.7167	10754767.3	5204289.263
243.632	16.81196	4.1342	0	0.2787	0.7167	10755112.03	5204061.372
244.087	16.80956	4.1342	0	0.2787	0.7167	10755470.39	5203706.582
244.543	16.80716	4.1342	0	0.2788	0.7167	10755840.76	5203338.733
245	16.80486	4.1342	0	0.2788	0.7167	10756334.54	5203378.864
245.501	16.80181	4.1342	0	0.2788	0.7167	10756653.29	5203122.217
245.943	16.79957	4.1342	0	0.2788	0.7167	10756917.03	5202611.573
246.593	16.79717	4.1341	0	0.2788	0.7166	10757283.18	5202345.893
247.049	16.79471	4.1341	0	0.2788	0.7166	10757604.19	5202368.587
247.505	16.79236	4.1342	0	0.2788	0.7166	10757982.61	5202050.766
247.96	16.79018	4.1342	0	0.2788	0.7166	10758377.13	5201802.737
248.415	16.78794	4.1342	0	0.2788	0.7166	10758763.47	5201451.71
248.934	16.78461	4.1342	0	0.2788	0.7166	10759122.26	5201314.653
249.385	16.78238	4.1342	0	0.2788	0.7166	10759453.33	5200989.829
250.009	16.78019	4.1342	0	0.2788	0.7166	10759793.1	5200704.432
250.465	16.77719	4.1342	0	0.2788	0.7165	10760063.93	5200343.513
250.922	16.77501	4.1342	0	0.2788	0.7165	10760443.88	5200316.503
251.378	16.77331	4.1342	0	0.2788	0.7165	10760698.36	5200084.902
251.833	16.77086	4.1343	0	0.2788	0.7165	10761114.4	5199695.484
252.516	16.76742	4.1342	0	0.2788	0.7165	10761603.16	5199294.406
252.971	16.76491	4.1342	0	0.2788	0.7165	10762083.18	5199270.535
253.653	16.7618	4.1342	0	0.2789	0.7165	10762393.1	5198958.772
254.109	16.7595	4.1341	0	0.2789	0.7164	10762867.14	5198448.482
254.792	16.75634	4.1341	0	0.2789	0.7164	10763073.97	5198258.368
255.248	16.75361	4.1342	0	0.2789	0.7164	10763719.47	5197944.937
255.932	16.75044	4.1342	0	0.2789	0.7164	10764032.09	5197782.557
256.388	16.7481	4.1342	0	0.2789	0.7164	10764306.4	5197390.455
256.845	16.74564	4.1342	0	0.2789	0.7164	10764641.32	5197257.618
257.3	16.74335	4.1342	0	0.2789	0.7164	10765010.81	5197151.827
257.756	16.74089	4.1342	0	0.2789	0.7164	10765524.74	5196833.596
258.27	16.73811	4.1342	0	0.2789	0.7163	10765836.1	5196325.468
258.894	16.73543	4.1343	0	0.2789	0.7163	10766094.59	5196260.176
259.186	16.7333	4.1343	0	0.2789	0.7163	10766478.56	5196178.888
259.626	16.73134	4.1343	0	0.2789	0.7163	10766841.94	5195908.325
260.12	16.72866	4.1342	0	0.2789	0.7163	10767167.75	5195639.997
260.548	16.72664	4.1342	0	0.2789	0.7163	10767516.78	5195228.91
261.173	16.72397	4.1342	0	0.2789	0.7163	10767719.85	5195292.797
261.463	16.72206	4.1342	0	0.2789	0.7163	10768094.2	5194909.566
262.084	16.71982	4.1342	0	0.279	0.7162	10768436.62	5194612.388
262.54	16.71731	4.1342	0	0.279	0.7162	10768938.42	5194229.529
263.222	16.71393	4.1342	0	0.279	0.7162	10769225.63	5194130.542
263.677	16.71147	4.1342	0	0.279	0.7162	10769587.75	5193869.66
264.134	16.70923	4.1342	0	0.279	0.7162	10769926.47	5193472.724
264.589	16.70678	4.1342	0	0.279	0.7162	10770254.87	5193185.641
265.045	16.70503	4.1342	0	0.279	0.7162	10770585.92	5193258.287
265.502	16.70208	4.1342	0	0.279	0.7162	10770904.19	5192955.425
265.957	16.70006	4.1342	0	0.279	0.7161	10771203.38	5192681.124
266.412	16.69766	4.1343	0	0.279	0.7161	10771502.44	5192318.992
266.868	16.69542	4.1343	0	0.279	0.7161	10771720.18	5192260.235
267.322	16.69351	4.1343	0	0.279	0.7161	10772160.87	5192020.13
267.778	16.69089	4.1343	0	0.279	0.7161	10772546.9	5191760.737
268.295	16.68789	4.1343	0	0.279	0.7161	10773058.66	5191267.27
268.917	16.68549	4.1342	0	0.279	0.7161	10773166.12	5191255.963
269.373	16.68292	4.1342	0	0.279	0.7161	10773870.6	5190949.583
269.897	16.67992	4.1343	0	0.279	0.716	10774183.22	5190697.669
270.344	16.67757	4.1343	0	0.279	0.716	10774609.07	5190369.281
270.798	16.67517	4.1343	0	0.2791	0.716	10774703.4	5190302.461
271.371	16.67315	4.1343	0	0.2791	0.716	10775233.8	5190146.102
271.71	16.67086	4.1342	0	0.2791	0.716	10775464.08	5189837.943
272.179	16.6684	4.1342	0	0.2791	0.716	10775848.98	5189258.123
272.792	16.66606	4.1342	0	0.2791	0.716	10776194.19	5189308.168
273.248	16.6636	4.1342	0	0.2791	0.716	10776483.35	5189082.053
273.705	16.66153	4.1342	0	0.2791	0.7159	10776787.55	5188842.086
274.16	16.65912	4.1343	0	0.2791	0.7159	10777297.11	5188434.023
274.681	16.6559	4.1343	0	0.2791	0.7159	10777664.91	5188303.489
275.126	16.65372	4.1343	0	0.2791	0.7159	10777790.56	5188187.658
275.526	16.65203	4.1342	0	0.2791	0.7159	10778136.49	5187898.654
275.983	16.6499	4.1342	0	0.2791	0.7159	10778505.55	5187554.802
276.439	16.64804	4.1342	0	0.2791	0.7159	10778974.77	5187292.939
276.952	16.64455	4.1342	0	0.2791	0.7159	10779259.86	5187292.676
277.381	16.64242	4.1342	0	0.2791	0.7158	10779545.01	5187016.986
277.872	16.64002	4.1343	0	0.2791	0.7158	10779889.67	5186538.24
278.489	16.63751	4.1343	0	0.2791	0.7158	10780171.62	5186297.119
278.944	16.63483	4.1343	0	0.2791	0.7158	10780596.33	5186263.005
279.4	16.63314	4.1342	0	0.2792	0.7158	10780968.73	5185991.776
279.856	16.63068	4.1343	0	0.2792	0.7158	10781505.28	5185666.574
280.372	16.62746	4.1342	0	0.2792	0.7158	10781793.18	5185323.683
280.837	16.62512	4.1342	0	0.2792	0.7158	10782104.1	5185385.548
281.288	16.62288	4.1343	0	0.2792	0.7157	10782349.56	5184938.163
281.908	16.62059	4.1343	0	0.2792	0.7157	10782830.94	5184607.696
282.363	16.61786	4.1343	0	0.2792	0.7157	10783073.97	5184368.054
282.818	16.61562	4.1343	0	0.2792	0.7157	10783591.08	5184354.382
283.388	16.6124	4.1343	0	0.2792	0.7157	10783860.06	5183911.837
283.958	16.61027	4.1343	0	0.2792	0.7157	10784130.59	5183725.805
284.233	16.60825	4.1343	0	0.2792	0.7157	10784356.89	5183418.177
284.642	16.60656	4.1342	0	0.2792	0.7157	10784687.25	5183471.797
285.098	16.60454	4.1343	0	0.2792	0.7156	10785073.26	5183129.455
285.553	16.60225	4.1343	0	0.2792	0.7156	10785501.74	5182900.373
286.06	16.59886	4.1343	0	0.2792	0.7156	10785850.34	5182532.93
286.534	16.59662	4.1343	0	0.2792	0.7156	10786086.99	5182466.355
286.981	16.59439	4.1343	0	0.2792	0.7156	10786458.91	5182327.048
287.448	16.59204	4.1343	0	0.2792	0.7156	10786827.2	5182016.417
287.896	16.5898	4.1342	0	0.2792	0.7156	10787107.84	5181485.34
288.516	16.58778	4.1342	0	0.2792	0.7156	10787476.22	5181522.483
288.971	16.58543	4.1343	0	0.2793	0.7156	10787956.09	5181264.558
289.453	16.582	4.1343	0	0.2793	0.7155	10788269.87	5181004.727
289.946	16.57954	4.1343	0	0.2793	0.7155	10788576.86	5180669.497
290.371	16.57757	4.1343	0	0.2793	0.7155	10788868.72	5180451.911
290.793	16.57583	4.1343	0	0.2793	0.7155	10789084.34	5180411.432
291.25	16.57375	4.1343	0	0.2793	0.7155	10789677.08	5180101.641
291.752	16.57064	4.1343	0	0.2793	0.7155	10789915.83	5179754.521
292.231	16.56802	4.1343	0	0.2793	0.7155	10790195.95	5179559.69
292.846	16.56573	4.1343	0	0.2793	0.7155	10790439.42	5179338.526
293.301	16.56316	4.1343	0	0.2793	0.7154	10790913.96	5179049.564
293.756	16.56131	4.1343	0	0.2793	0.7154	10791256.7	5178734.982
294.212	16.5588	4.1343	0	0.2793	0.7154	10791622	5178555.999
294.667	16.55678	4.1343	0	0.2793	0.7154	10792034.65	5178480.103
295.169	16.55345	4.1343	0	0.2793	0.7154	10792431.24	5178164.839
295.643	16.5511	4.1342	0	0.2793	0.7154	10792658.35	5177802.94
296.09	16.54892	4.1343	0	0.2793	0.7154	10792946.35	5177582.892
296.49	16.54739	4.1343	0	0.2793	0.7154	10793253.34	5177539.26
296.946	16.5451	4.1344	0	0.2793	0.7154	10793661.95	5177290.849
297.401	16.54259	4.1344	0	0.2793	0.7153	10794116.4	5176782.772
298.085	16.53958	4.1343	0	0.2794	0.7153	10794349.76	5176597.463
298.541	16.53707	4.1343	0	0.2794	0.7153	10794688.84	5176510.552
298.996	16.53483	4.1343	0	0.2794	0.7153	10795021.53	5176276.615
299.453	16.53281	4.1343	0	0.2794	0.7153	10795503.01	5175890.259
299.969	16.52938	4.1343	0	0.2794	0.7153	10795896.85	5175651.607
300.421	16.52719	4.1344	0	0.2794	0.7153	10796254.52	5175668.6
300.886	16.52501	4.1344	0	0.2794	0.7153	10796458.16	5175345.623
301.337	16.5225	4.1344	0	0.2794	0.7152	10796797.02	5175015.42
301.809	16.52048	4.1343	0	0.2794	0.7152	10797141.07	5174746.419
302.413	16.51791	4.1343	0	0.2794	0.7152	10797642.15	5174652.253
302.94	16.51464	4.1343	0	0.2794	0.7152	10797905.56	5174154.049
303.552	16.51218	4.1343	0	0.2794	0.7152	10798254	5173834.229
304.007	16.51005	4.1344	0	0.2794	0.7152	10798611.01	5173819.183
304.462	16.50771	4.1344	0	0.2794	0.7152	10798949.78	5173609.819
304.918	16.50503	4.1344	0	0.2794	0.7151	10799482.94	5173270.354
305.44	16.50214	4.1343	0	0.2794	0.7151	10799854.92	5172846.022
306.058	16.49941	4.1343	0	0.2794	0.7151	10800073.26	5172897.467
306.514	16.49734	4.1343	0	0.2794	0.7151	10800409.01	5172590.55
306.971	16.49532	4.1343	0	0.2794	0.7151	10800978.92	5172237.517
307.47	16.49199	4.1343	0	0.2795	0.7151	10801239.74	5171811.946
308.11	16.48947	4.1343	0	0.2795	0.7151	10801556.32	5171865.302
308.566	16.48691	4.1343	0	0.2795	0.7151	10801921.54	5171520.195
309.021	16.48451	4.1343	0	0.2795	0.715	10802198.89	5171241.89
309.476	16.48271	4.1343	0	0.2795	0.715	10802551.2	5170962.962
309.931	16.48009	4.1343	0	0.2795	0.715	10802978.4	5170986.375
310.443	16.47708	4.1343	0	0.2795	0.715	10803358.3	5170651.804
310.914	16.47474	4.1343	0	0.2795	0.715	10803679.8	5170206.273
311.525	16.47234	4.1343	0	0.2795	0.715	10804026.32	5170001.246
311.982	16.4701	4.1344	0	0.2795	0.715	10804354.49	5169966.389
312.439	16.46764	4.1344	0	0.2795	0.715	10804840.33	5169658.314
313.015	16.4642	4.1343	0	0.2795	0.7149	10805211.71	5169293.588
313.409	16.46224	4.1343	0	0.2795	0.7149	10805398.37	5169061.706
313.861	16.46	4.1343	0	0.2795	0.7149	10805782.8	5169066.451
314.327	16.45776	4.1343	0	0.2795	0.7149	10806190.45	5168658.911
314.945	16.45536	4.1343	0	0.2795	0.7149	10806543.17	5168301.265
315.401	16.45279	4.1344	0	0.2795	0.7149	10806903.93	5168083.155
315.857	16.45039	4.1344	0	0.2795	0.7149	10807163.17	5168076.493
316.314	16.44832	4.1344	0	0.2795	0.7149	10807557.74	5167759.534
316.769	16.44586	4.1344	0	0.2795	0.7149	10807865.65	5167404.963
317.225	16.44368	4.1344	0	0.2795	0.7148	10808206.6	5167147.607
317.681	16.4416	4.1343	0	0.2795	0.7148	10808470.88	5167133.217
318.135	16.43926	4.1343	0	0.2796	0.7148	10809022.16	5166892.323
318.636	16.43615	4.1343	0	0.2796	0.7148	10809343.86	5166577.894
319.107	16.4338	4.1344	0	0.2796	0.7148	10809696.74	5166279.072
319.571	16.43134	4.1344	0	0.2796	0.7148	10810059.26	5166287.715
320.018	16.4291	4.1344	0	0.2796	0.7148	10810253.08	5165990.687
320.492	16.42714	4.1344	0	0.2796	0.7148	10810622.8	5165695.629
320.913	16.42496	4.1344	0	0.2796	0.7147	10810860.7	5165379.48
321.379	16.42239	4.1343	0	0.2796	0.7147	10811352.13	5165344.997
321.83	16.42004	4.1343	0	0.2796	0.7147	10811568.94	5164994.628
322.462	16.41753	4.1343	0	0.2796	0.7147	10811902.09	5164680.012
322.919	16.4154	4.1344	0	0.2796	0.7147	10812228.82	5164393.96
323.375	16.41328	4.1344	0	0.2796	0.7147	10812592.94	5164442.575
323.832	16.41065	4.1344	0	0.2796	0.7147	10813086.86	5164123.962
324.353	16.40754	4.1343	0	0.2796	0.7147	10813277.49	5163793.397
324.8	16.40525	4.1344	0	0.2796	0.7146	10813687.69	5163548.996
325.264	16.40285	4.1344	0	0.2796	0.7146	10814063.48	5163517.977
325.737	16.40061	4.1343	0	0.2796	0.7146	10814393.73	5163235.948
326.162	16.39843	4.1343	0	0.2796	0.7146	10814681.92	5162989.23
326.609	16.39619	4.1344	0	0.2796	0.7146	10815053.05	5162617.797
327.08	16.39384	4.1344	0	0.2797	0.7146	10815387.38	5162525.982
327.542	16.39155	4.1344	0	0.2797	0.7146	10815532.9	5162365.757
328.015	16.38909	4.1344	0	0.2797	0.7146	10816045.3	5162056.431
328.457	16.38691	4.1344	0	0.2797	0.7146	10816270.19	5161771.113
328.904	16.38473	4.1344	0	0.2797	0.7145	10816582.36	5161610.883
329.354	16.38254	4.1343	0	0.2797	0.7145	10817018.8	5161515.04
329.823	16.38009	4.1343	0	0.2797	0.7145	10817364.6	5161037.975
330.439	16.37801	4.1344	0	0.2797	0.7145	10817780.86	5160755.615
330.933	16.37452	4.1344	0	0.2797	0.7145	10818109.92	5160688.994
331.577	16.37195	4.1344	0	0.2797	0.7145	10818409.85	5160336.627
332.033	16.36955	4.1344	0	0.2797	0.7145	10818830.73	5160053.85
332.488	16.36753	4.1344	0	0.2797	0.7145	10819156.91	5159795.999
332.945	16.36535	4.1344	0	0.2797	0.7144	10819390.95	5159760.761
333.4	16.36295	4.1343	0	0.2797	0.7144	10819877.16	5159482.946
333.903	16.35973	4.1343	0	0.2797	0.7144	10820263.81	5159185.589
334.353	16.35749	4.1343	0	0.2797	0.7144	10820587.84	5158889.834
334.824	16.35514	4.1344	0	0.2797	0.7144	10820905.6	5158940.591
335.341	16.35263	4.1344	0	0.2797	0.7144	10821171.48	5158653.814
335.739	16.3505	4.1343	0	0.2797	0.7144	10821566.54	5158348.32
336.183	16.34848	4.1343	0	0.2797	0.7144	10821804.54	5158052.292
336.674	16.34586	4.1344	0	0.2797	0.7144	10822204.84	5157935.347
337.123	16.34368	4.1344	0	0.2797	0.7143	10822304.75	5157822.483
337.565	16.34144	4.1344	0	0.2798	0.7143	10822756.65	5157519.096
338.017	16.33909	4.1344	0	0.2798	0.7143	10823167.75	5157213.019
338.461	16.33691	4.1345	0	0.2798	0.7143	10823477.66	5157091.958
338.911	16.33473	4.1345	0	0.2798	0.7143	10823757.02	5156754.134
339.55	16.33265	4.1344	0	0.2798	0.7143	10824067.65	5156492.461
340.005	16.32987	4.1344	0	0.2798	0.7143	10824610.63	5156183.072
340.538	16.32649	4.1344	0	0.2798	0.7143	10824819.16	5156223.965
340.982	16.3243	4.1344	0	0.2798	0.7142	10825247.93	5155916.43
341.432	16.32206	4.1344	0	0.2798	0.7142	10825559.21	5155624.324
341.881	16.31972	4.1344	0	0.2798	0.7142	10825736.55	5155245.493
342.511	16.3177	4.1344	0	0.2798	0.7142	10826162.16	5155207.683
342.967	16.3148	4.1344	0	0.2798	0.7142	10826500.27	5154932.914
343.424	16.31251	4.1344	0	0.2798	0.7142	10826826.55	5154591.094
343.879	16.3106	4.1344	0	0.2798	0.7142	10827413.3	5154304.976
344.401	16.30733	4.1344	0	0.2798	0.7142	10827749.92	5154226.238
345.018	16.3052	4.1344	0	0.2798	0.7141	10828026.97	5153873.473
345.473	16.3023	4.1344	0	0.2798	0.7141	10828531.53	5153606.495
345.961	16.29941	4.1345	0	0.2798	0.7141	10828803.28	5153442.419
346.45	16.29696	4.1344	0	0.2799	0.7141	10829145.31	5153377.248
346.88	16.29472	4.1344	0	0.2799	0.7141	10829361.46	5153049.54
347.295	16.29324	4.1344	0	0.2799	0.7141	10829723.04	5152732.509
347.752	16.29106	4.1344	0	0.2799	0.7141	10830055.17	5152525.204
348.207	16.28882	4.1344	0	0.2799	0.7141	10830231.57	5152506.296
348.662	16.28653	4.1344	0	0.2799	0.714	10830830.31	5152023.478
349.346	16.2832	4.1344	0	0.2799	0.714	10831082.48	5151741.758
349.801	16.28069	4.1344	0	0.2799	0.714	10831396.39	5151659.257
350.257	16.27851	4.1344	0	0.2799	0.714	10831727.77	5151463.053
350.713	16.27621	4.1344	0	0.2799	0.714	10832107.65	5151194.002
351.169	16.27419	4.1344	0	0.2799	0.714	10832593.07	5150888.522
351.675	16.27092	4.1344	0	0.2799	0.714	10832910.54	5150752.001
352.104	16.26874	4.1343	0	0.2799	0.714	10833274.39	5150457.25
352.762	16.26612	4.1344	0	0.2799	0.714	10833544.96	5150179.751
353.219	16.26377	4.1344	0	0.2799	0.7139	10833865.22	5149858.473
353.676	16.26137	4.1344	0	0.2799	0.7139	10834140.73	5149878.991
354.13	16.25924	4.1344	0	0.2799	0.7139	10834679.07	5149575.164
354.643	16.25624	4.1344	0	0.2799	0.7139	10835065.91	5149326.847
355.073	16.25372	4.1344	0	0.2799	0.7139	10835302.5	5149041.976
355.564	16.25149	4.1344	0	0.2799	0.7139	10835566.22	5149002.791
356.011	16.24925	4.1344	0	0.2799	0.7139	10836099.51	5148757.073
356.527	16.24652	4.1344	0	0.28	0.7139	10836383.5	5148421.965
356.925	16.24461	4.1345	0	0.28	0.7139	10836674.4	5148116.616
357.372	16.24232	4.1345	0	0.28	0.7138	10836890.34	5148053.488
357.836	16.24013	4.1344	0	0.28	0.7138	10837296.21	5147901.039
358.262	16.23877	4.1345	0	0.28	0.7138	10837567.26	5147552.026
358.728	16.23549	4.1345	0	0.28	0.7138	10837934.72	5147293.4
359.204	16.23315	4.1344	0	0.28	0.7138	10838300.8	5147237.201
